rxcui,drug_name,ehi_v6_score,ehi_v6_rank,ehi_v6_percentile,ehi_v6_tier_label,utilization_score,spend_score,population_impact_score,disease_burden_score,risk_score,ehi_score,ehi_rank,ehi_percentile,ehi_tier_label,ehi_v6_framework_version,ehi_v6_weighting_method,ehi_v6_validation_score,ehi_v6_validation_status,ehi_v6_dashboard_language
1605101,insulin isophane,93.8622,65,99.787594,Strategic Priority,99.91,99.79,99.9,99.31,29.47,92.71,37,99.78,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
22690,dexamethasone acetate,93.8468,66,99.784275,Strategic Priority,99.78,99.71,99.81,99.46,30.03,92.73,35,99.79,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
50121,fluticasone propionate,93.8418,67,99.780956,Strategic Priority,99.75,99.66,99.81,99.57,30.06,92.73,35,99.79,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
83366,atorvastatin calcium,93.8383,68,99.777638,Strategic Priority,99.94,99.8,99.94,99.39,28.81,92.68,38,99.77,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
34376,prednisolone tebutate,93.8376,69,99.774319,Strategic Priority,99.77,99.68,99.8,99.5,30.0,92.72,36,99.78,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
203189,methylprednisolone sodium succinate,93.8006,70,99.771,Strategic Priority,99.74,99.65,99.79,99.48,29.83,92.68,38,99.77,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
69120,tiotropium,93.7756,71,99.767681,Strategic Priority,99.74,99.64,99.75,99.51,29.59,92.66,39,99.77,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
10762,triamcinolone diacetate,93.76,72,99.764362,Strategic Priority,99.71,99.49,99.78,99.72,29.53,92.65,40,99.76,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2601723,tirzepatide,93.7417,73,99.761043,Strategic Priority,99.82,99.84,99.66,99.52,28.46,92.6,41,99.76,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1114195,rivaroxaban,93.7397,74,99.757725,Strategic Priority,99.77,99.84,99.71,97.6,31.72,92.54,44,99.74,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1307298,enzalutamide,93.7221,75,99.754406,Strategic Priority,99.61,99.97,98.81,97.89,33.23,92.6,41,99.76,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
6918,metoprolol,93.714,76,99.751087,Strategic Priority,99.88,99.71,99.89,99.65,27.52,92.56,42,99.75,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
17767,amlodipine,93.7066,77,99.747768,Strategic Priority,99.91,99.74,99.9,99.58,27.31,92.54,44,99.74,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
163524,hydrocortisone cypionate,93.6805,78,99.744449,Strategic Priority,99.71,99.46,99.75,99.43,29.2,92.55,43,99.75,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
235483,hydrocortisone sodium succinate,93.6805,78,99.744449,Strategic Priority,99.71,99.46,99.75,99.43,29.2,92.55,43,99.75,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
20352,carvedilol,93.6716,80,99.737812,Strategic Priority,99.89,99.73,99.87,99.71,26.86,92.51,45,99.74,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
4493,fluoxetine,93.6664,81,99.734493,Strategic Priority,99.91,99.72,99.86,99.54,27.03,92.49,47,99.73,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
29046,lisinopril,93.6536,82,99.731174,Strategic Priority,99.89,99.73,99.87,99.58,26.86,92.48,48,99.72,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
203191,metoprolol tartrate,93.6359,83,99.727855,Strategic Priority,99.86,99.67,99.84,99.65,26.89,92.47,49,99.72,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
4917,nitroglycerin,93.6358,84,99.724536,Strategic Priority,99.5,99.52,99.54,98.47,31.48,92.5,46,99.73,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
42463,pravastatin,93.6144,85,99.721217,Strategic Priority,99.89,99.7,99.82,99.49,26.72,92.43,51,99.71,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
52175,losartan,93.5952,86,99.717899,Strategic Priority,99.88,99.7,99.82,99.55,26.44,92.42,52,99.71,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
221109,"insulin, regular, pork",93.5817,87,99.71458,Strategic Priority,100.0,99.95,99.99,95.55,31.3,92.23,59,99.69,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
