rxcui,drug_name,ehi_score,ehi_rank,ehi_percentile,ehi_tier_label,utilization_score,spend_score,population_impact_score,disease_burden_score,risk_score,ehi_v6_ml_weighted_score,ehi_v6_ml_rank,ehi_v6_ml_percentile,ehi_v6_ml_tier_label
228476,gatifloxacin,91.37,105,99.46,Enterprise Critical,98.4,98.95,99.26,97.46,27.27,92.5397209491527,180,99.40592745013441,Strategic Priority
7715,orphenadrine,91.18,122,99.38,Enterprise Critical,98.97,99.19,99.34,95.28,27.34,92.53276223175727,181,99.40260860907371,Strategic Priority
6472,lovastatin,91.12,128,99.34,Enterprise Critical,99.15,99.28,99.39,94.49,27.45,92.53118537090177,182,99.399289768013,Strategic Priority
10169,sulfacetamide,91.0,140,99.24,Enterprise Critical,99.43,99.48,99.49,93.1,27.61,92.52237858789216,183,99.3959709269523,Strategic Priority
227224,fluoxetine hydrochloride,90.92,147,99.19,Enterprise Critical,99.86,99.65,99.78,93.14,24.5,92.51966221637639,184,99.39265208589161,Strategic Priority
10734,tranylcypromine,91.31,111,99.43,Enterprise Critical,98.4,99.08,99.38,96.82,27.47,92.51665785364243,185,99.38933324483091,Strategic Priority
62136,methylprednisolone aceponate,91.22,119,99.39,Enterprise Critical,99.67,94.48,99.72,99.48,28.48,92.51571172477725,186,99.3860144037702,Strategic Priority
10753,tretinoin,91.08,132,99.31,Enterprise Critical,99.53,99.26,98.76,94.88,26.11,92.51055858111474,187,99.3826955627095,Strategic Priority
235482,hydrocortisone sodium phosphate,91.21,120,99.39,Enterprise Critical,99.67,94.48,99.72,99.43,28.48,92.50879629637383,188,99.37937672164881,Strategic Priority
4109,ethacrynic acid,91.14,126,99.35,Enterprise Critical,98.97,99.16,99.29,95.16,27.3,92.49783607484791,189,99.37605788058809,Strategic Priority
4496,fluphenazine,91.17,123,99.37,Enterprise Critical,99.27,99.1,98.46,96.32,25.77,92.49412418068073,190,99.3727390395274,Strategic Priority
6932,miconazole,91.07,133,99.29,Enterprise Critical,99.03,99.39,99.49,94.15,27.63,92.4933137997315,191,99.3694201984667,Strategic Priority
7804,oxycodone,91.0,140,99.24,Enterprise Critical,99.15,98.96,99.28,92.42,31.41,92.49012316965015,192,99.366101357406,Strategic Priority
7814,oxymorphone,91.25,116,99.41,Enterprise Critical,98.4,98.37,99.04,95.77,31.32,92.48341771640995,193,99.36278251634529,Strategic Priority
10171,sulfadiazine,91.07,133,99.29,Enterprise Critical,99.08,99.18,99.28,94.68,27.27,92.4745945852815,194,99.35946367528459,Strategic Priority
27085,homatropine methylbromide,91.1,130,99.33,Enterprise Critical,98.74,98.79,99.25,93.74,31.41,92.47025968476846,195,99.3561448342239,Strategic Priority
6185,labetalol,91.34,108,99.45,Enterprise Critical,98.21,98.75,99.14,98.11,26.99,92.46787030168251,196,99.35282599316318,Strategic Priority
3443,diltiazem,91.24,117,99.4,Enterprise Critical,98.57,98.83,99.09,97.01,26.92,92.45959983716702,197,99.34950715210249,Strategic Priority
3827,enalapril,91.32,110,99.43,Enterprise Critical,98.21,98.78,99.16,97.91,27.05,92.45518976499254,198,99.34618831104179,Strategic Priority
3628,dopamine,91.1,130,99.33,Enterprise Critical,98.97,98.89,98.97,95.82,26.8,92.4341703151401,199,99.34286946998108,Strategic Priority
7773,oxacillin,91.13,127,99.34,Enterprise Critical,98.74,98.79,99.25,95.87,27.46,92.43194250362048,200,99.33955062892038,Strategic Priority
10600,timolol,91.37,105,99.46,Enterprise Critical,97.77,98.58,99.42,98.59,27.67,92.42943311572922,201,99.33623178785967,Strategic Priority
8702,procarbazine,91.17,123,99.37,Enterprise Critical,98.97,98.94,98.39,97.06,25.71,92.42743678449025,202,99.33291294679898,Strategic Priority
4500,flurandrenolide,91.16,124,99.36,Enterprise Critical,98.74,98.79,98.95,96.61,26.77,92.42580022614362,203,99.32959410573827,Strategic Priority
8611,povidone-iodine,90.94,146,99.2,Enterprise Critical,99.27,99.53,99.3,93.44,26.89,92.42528091641277,204,99.32627526467758,Strategic Priority
153971,atropine sulfate,91.5,98,99.5,Enterprise Critical,97.11,97.99,99.33,99.13,31.46,92.42142373616929,205,99.32295642361687,Strategic Priority
3407,digoxin,91.25,116,99.41,Enterprise Critical,98.21,98.66,99.34,97.33,27.55,92.42103935304638,206,99.31963758255617,Strategic Priority
10379,testosterone,90.99,141,99.23,Enterprise Critical,98.74,99.0,99.43,92.79,31.47,92.4201046745047,207,99.31631874149546,Strategic Priority
4603,furosemide,91.07,133,99.29,Enterprise Critical,98.74,99.14,99.33,95.16,27.34,92.41368520666255,208,99.31299990043478,Strategic Priority
29451,megestrol acetate,90.87,149,99.18,Enterprise Critical,99.45,99.28,99.3,92.96,27.31,92.40987463173765,209,99.30968105937407,Strategic Priority
38413,torsemide,91.04,136,99.27,Enterprise Critical,98.88,99.11,99.25,94.92,27.27,92.409294067463,210,99.30636221831335,Strategic Priority
7512,norepinephrine,90.92,147,99.19,Enterprise Critical,99.39,99.17,99.15,93.69,26.96,92.4086482660224,211,99.30304337725266,Strategic Priority
9071,quinine,91.05,135,99.28,Enterprise Critical,98.88,99.03,99.16,95.28,27.03,92.40624060501679,212,99.29972453619196,Strategic Priority
8704,prochlorperazine,90.98,142,99.22,Enterprise Critical,99.34,99.21,98.66,94.86,26.01,92.39741030283702,213,99.29640569513126,Strategic Priority
10803,trifluridine,90.96,144,99.21,Enterprise Critical,99.03,99.05,99.39,94.13,27.58,92.39511165586427,214,99.29308685407055,Strategic Priority
11246,vitamin A,90.95,145,99.2,Enterprise Critical,99.08,99.47,99.24,93.94,26.84,92.39278915320126,215,99.28976801300986,Strategic Priority
1599564,edoxaban tosylate,90.72,163,99.08,Enterprise Critical,99.65,99.62,99.09,90.13,30.27,92.38527899288181,216,99.28644917194916,Strategic Priority
20220,carbinoxamine,91.1,130,99.33,Enterprise Critical,98.57,98.99,99.23,95.92,27.09,92.38169367084788,217,99.28313033088845,Strategic Priority
3355,diclofenac,90.99,141,99.23,Enterprise Critical,98.97,99.3,99.08,94.8,26.55,92.38025131747676,218,99.27981148982775,Strategic Priority
8152,phentermine,91.32,110,99.43,Enterprise Critical,97.77,98.07,98.68,97.77,31.18,92.37602355790987,219,99.27649264876705,Strategic Priority
9384,rifampin,90.99,141,99.23,Enterprise Critical,99.03,99.2,98.82,95.19,26.23,92.36514215678608,220,99.27317380770634,Strategic Priority
3640,doxycycline,91.02,138,99.26,Enterprise Critical,98.88,99.19,98.92,95.43,26.34,92.36359556371151,221,99.26985496664564,Strategic Priority
6754,meperidine,90.97,143,99.21,Enterprise Critical,98.88,98.41,98.85,93.74,31.27,92.36283845393271,222,99.26653612558495,Strategic Priority
10627,tobramycin,90.96,144,99.21,Enterprise Critical,98.88,99.16,99.31,94.36,27.33,92.35791291840052,223,99.26321728452425,Strategic Priority
42375,leuprolide,91.15,125,99.36,Enterprise Critical,98.4,98.71,99.03,97.04,26.86,92.35593663073763,224,99.25989844346354,Strategic Priority
6813,methadone,91.09,131,99.32,Enterprise Critical,98.4,98.2,98.87,95.32,31.28,92.35206226448238,225,99.25657960240284,Strategic Priority
120608,peginterferon alfa-2a,91.17,123,99.37,Enterprise Critical,98.57,99.12,98.32,97.84,25.01,92.34771716495032,226,99.25326076134215,Strategic Priority
5487,hydrochlorothiazide,91.0,140,99.24,Enterprise Critical,98.57,99.23,99.48,94.67,27.61,92.34712944505087,227,99.24994192028144,Strategic Priority
35827,ketorolac,91.11,129,99.33,Enterprise Critical,98.21,99.02,99.38,96.21,27.47,92.34492487561158,228,99.24662307922074,Strategic Priority
10402,dronabinol,90.72,163,99.08,Enterprise Critical,99.5,98.9,99.1,90.7,31.38,92.34310062417543,229,99.24330423816004,Strategic Priority
8332,pindolol,91.13,127,99.34,Enterprise Critical,98.4,98.64,98.96,97.13,26.79,92.33541305383791,230,99.23998539709933,Strategic Priority
7975,penicillamine,90.83,153,99.15,Enterprise Critical,99.22,99.07,99.36,93.17,27.54,92.33253727656275,231,99.23666655603863,Strategic Priority
4450,fluconazole,91.14,126,99.35,Enterprise Critical,98.21,98.75,99.14,97.1,26.99,92.32817864793338,232,99.23334771497792,Strategic Priority
4179,etoposide,90.98,142,99.22,Enterprise Critical,98.74,98.98,99.16,95.18,27.02,92.32592529047209,233,99.23002887391723,Strategic Priority
10473,thiotepa,90.85,151,99.16,Enterprise Critical,99.27,99.05,99.02,93.85,26.83,92.32485397890133,234,99.22671003285653,Strategic Priority
4099,"estrogens, conjugated (USP)",91.12,128,99.34,Enterprise Critical,97.99,98.73,99.43,96.81,27.69,92.30539784638809,235,99.22339119179583,Strategic Priority
6980,minocycline,91.01,139,99.25,Enterprise Critical,98.57,99.1,98.88,96.0,26.29,92.29069194982091,236,99.22007235073512,Strategic Priority
8164,phenylephrine hydrochloride,91.22,119,99.39,Enterprise Critical,97.34,98.32,99.44,96.82,31.53,92.28839551768337,237,99.21675350967443,Strategic Priority
6904,methyltestosterone,90.8,156,99.13,Enterprise Critical,98.74,98.9,99.37,92.03,31.44,92.28049944577621,238,99.21343466861371,Strategic Priority
1596450,gentamicin,91.02,138,99.26,Enterprise Critical,98.21,99.01,99.38,95.75,27.46,92.27827060656054,239,99.21011582755301,Strategic Priority
3289,dextromethorphan,90.74,161,99.11,Enterprise Critical,99.08,99.44,99.53,92.28,27.7,92.27776912689377,240,99.20679698649232,Strategic Priority
31994,norgestimate,91.02,138,99.26,Enterprise Critical,98.21,98.89,99.27,96.1,27.29,92.26762005259536,241,99.20347814543162,Strategic Priority
72962,docetaxel,91.08,132,99.31,Enterprise Critical,98.21,98.59,99.0,97.17,26.83,92.26585289616733,242,99.20015930437091,Strategic Priority
5521,hydroxychloroquine,90.91,148,99.18,Enterprise Critical,98.97,98.6,98.58,95.72,26.37,92.25516572647393,243,99.19684046331021,Strategic Priority
5093,haloperidol,90.86,150,99.17,Enterprise Critical,98.88,98.88,99.01,94.73,26.82,92.25446107588442,244,99.19352162224952,Strategic Priority
7233,nafcillin,90.98,142,99.22,Enterprise Critical,98.4,98.57,99.19,96.01,27.37,92.25265544204433,245,99.1902027811888,Strategic Priority
2376838,insulin lispro-aabc,90.91,148,99.18,Enterprise Critical,99.7,93.53,99.76,99.92,26.74,92.24034509781812,246,99.18688394012811,Strategic Priority
9524,sulfasalazine,90.81,155,99.14,Enterprise Critical,99.36,98.99,98.21,94.94,25.35,92.2369891647357,247,99.18356509906741,Strategic Priority
326374,norelgestromin,90.98,142,99.22,Enterprise Critical,98.21,98.84,99.22,96.06,27.08,92.22505160548273,248,99.1802462580067,Strategic Priority
5531,hetastarch,90.85,151,99.16,Enterprise Critical,99.15,98.9,98.2,95.55,25.36,92.21877563358434,249,99.176927416946,Strategic Priority
21245,clobetasol propionate,91.07,133,99.29,Enterprise Critical,97.99,98.5,99.02,97.52,26.88,92.21617729545925,250,99.1736085758853,Strategic Priority
7243,naltrexone,90.72,163,99.08,Enterprise Critical,98.74,98.94,99.15,91.81,31.3,92.2101170611732,251,99.1702897348246,Strategic Priority
49737,esmolol,91.07,133,99.29,Enterprise Critical,97.99,98.39,98.93,97.82,26.73,92.205842191846,252,99.16697089376389,Strategic Priority
10763,triamterene,90.78,158,99.13,Enterprise Critical,98.74,99.08,99.26,93.87,27.28,92.20532813356795,253,99.1636520527032,Strategic Priority
6876,methyldopa,90.68,167,99.06,Enterprise Critical,99.27,98.91,98.85,93.4,26.64,92.18742472598885,254,99.1603332116425,Strategic Priority
4025,ergotamine,91.08,132,99.31,Enterprise Critical,97.77,98.46,99.1,97.86,26.94,92.18697615140312,255,99.15701437058179,Strategic Priority
2563969,insulin glargine-yfgn,90.84,152,99.16,Enterprise Critical,99.7,93.44,99.73,99.92,26.28,92.17683616390366,256,99.15369552952109,Strategic Priority
5224,heparin,91.06,134,99.28,Enterprise Critical,97.99,98.61,98.49,98.24,25.87,92.16579224271828,257,99.15037668846038,Strategic Priority
3554,disulfiram,90.72,163,99.08,Enterprise Critical,98.74,99.08,99.26,93.56,27.28,92.16245247746673,258,99.1470578473997,Strategic Priority
4910,glycerin,90.45,187,98.91,Enterprise Critical,99.53,99.6,99.4,90.38,27.05,92.14922179810667,259,99.14373900633898,Strategic Priority
4278,famotidine,90.76,160,99.12,Enterprise Critical,98.88,99.03,98.59,94.77,25.94,92.14819741310819,260,99.14042016527829,Strategic Priority
4502,flurbiprofen,90.58,176,98.99,Enterprise Critical,99.08,99.24,99.36,92.03,27.37,92.14306505040055,261,99.13710132421758,Strategic Priority
11248,vitamin B12,90.47,185,98.93,Enterprise Critical,99.48,99.52,99.2,90.94,26.78,92.13331146332797,262,99.13378248315688,Strategic Priority
9947,sotalol,91.05,135,99.28,Enterprise Critical,97.55,98.15,99.22,98.1,27.46,92.13030871907345,263,99.13046364209617,Strategic Priority
7812,oxymetazoline,90.52,182,98.95,Enterprise Critical,99.15,99.38,99.46,91.26,27.57,92.1282026699745,264,99.12714480103548,Strategic Priority
7407,nicotine,90.64,171,99.02,Enterprise Critical,99.08,98.86,98.86,93.54,26.64,92.12329054523985,265,99.12382595997478,Strategic Priority
19257,bethanechol,90.86,150,99.17,Enterprise Critical,98.21,98.66,99.06,95.91,26.9,92.12287758359138,266,99.12050711891408,Strategic Priority
3648,droperidol,90.73,162,99.1,Enterprise Critical,98.88,98.61,98.66,94.84,26.42,92.11812022267868,267,99.11718827785337,Strategic Priority
4462,fluocinonide,90.86,150,99.17,Enterprise Critical,98.21,98.59,99.0,96.08,26.83,92.11509655697272,268,99.11386943679267,Strategic Priority
8754,propafenone,90.94,146,99.2,Enterprise Critical,97.77,98.38,99.3,96.84,27.52,92.11082629551476,269,99.11055059573198,Strategic Priority
142440,lidocaine hydrochloride,91.04,136,99.27,Enterprise Critical,97.34,98.32,99.44,97.83,27.71,92.10612941777907,270,99.10723175467126,Strategic Priority
35302,sirolimus,90.65,170,99.04,Enterprise Critical,98.74,99.04,99.21,93.38,27.07,92.10271033721942,271,99.10391291361057,Strategic Priority
6964,mifepristone,90.82,154,99.14,Enterprise Critical,98.4,98.5,98.82,95.94,26.6,92.10066905506152,272,99.10059407254987,Strategic Priority
18631,azithromycin,90.77,159,99.12,Enterprise Critical,98.21,98.75,99.39,94.76,27.6,92.09789532156573,273,99.09727523148916,Strategic Priority
7299,neomycin,90.57,177,98.98,Enterprise Critical,98.74,99.33,99.52,92.09,27.71,92.09374234582334,274,99.09395639042846,Strategic Priority
6470,lorazepam,90.71,164,99.07,Enterprise Critical,98.4,98.44,98.75,93.22,31.2,92.08728547623244,275,99.09063754936777,Strategic Priority
3353,dichlorphenamide,90.51,183,98.95,Enterprise Critical,99.31,98.93,98.87,92.42,26.65,92.07608678006416,276,99.08731870830707,Strategic Priority
121243,voriconazole,90.65,170,99.04,Enterprise Critical,98.57,98.99,99.23,93.71,27.09,92.07603173541662,277,99.08399986724635,Strategic Priority
54993,potassium citrate,90.73,162,99.1,Enterprise Critical,98.57,98.92,98.61,95.23,25.95,92.07082496102154,278,99.08068102618566,Strategic Priority
8703,fenofibrate,90.55,179,98.97,Enterprise Critical,98.97,99.0,99.12,92.72,26.93,92.06562297448585,279,99.07736218512495,Strategic Priority
11170,verapamil,90.98,142,99.22,Enterprise Critical,97.77,98.41,98.38,98.58,25.72,92.0519803162302,280,99.07404334406425,Strategic Priority
352372,dexmethylphenidate,90.84,152,99.16,Enterprise Critical,97.99,97.88,98.26,95.63,31.04,92.04212065719331,281,99.07072450300355,Strategic Priority
9344,ribavirin,90.53,181,98.96,Enterprise Critical,98.97,98.82,98.9,93.17,26.69,92.03130997635427,282,99.06740566194286,Strategic Priority
7646,omeprazole,90.7,165,99.07,Enterprise Critical,98.21,98.59,99.29,94.72,27.49,92.03128119337765,283,99.06408682088215,Strategic Priority
7268,natamycin,90.56,178,98.97,Enterprise Critical,98.74,99.2,99.0,93.22,26.47,92.02980862642141,284,99.06076797982145,Strategic Priority
61381,olanzapine,90.7,165,99.07,Enterprise Critical,98.57,98.83,98.45,95.36,25.79,92.02876853843281,285,99.05744913876075,Strategic Priority
3638,doxepin,90.82,154,99.14,Enterprise Critical,97.99,98.36,98.86,96.67,26.69,92.02510248015498,286,99.05413029770004,Strategic Priority
321988,escitalopram,90.23,208,98.77,Enterprise Critical,99.73,99.62,99.7,90.15,24.23,92.01258460100257,287,99.05081145663934,Strategic Priority
2267582,trastuzumab deruxtecan,90.68,167,99.06,Enterprise Critical,98.32,99.9,96.64,92.16,32.82,92.01160013130921,288,99.04749261557863,Strategic Priority
32675,oxybutynin,90.63,172,99.01,Enterprise Critical,98.57,98.61,98.83,94.59,26.61,92.00697201434458,289,99.04417377451794,Strategic Priority
8153,phentolamine,90.65,170,99.04,Enterprise Critical,98.4,98.64,98.96,94.72,26.79,92.00208940479295,290,99.04085493345724,Strategic Priority
5470,hydralazine,90.45,187,98.91,Enterprise Critical,99.15,99.17,98.67,92.55,26.02,91.99745245805987,291,99.03753609239654,Strategic Priority
35636,risperidone,90.67,168,99.05,Enterprise Critical,98.57,98.35,98.51,95.52,26.27,91.99632421592443,292,99.03421725133583,Strategic Priority
7242,naloxone,90.47,185,98.93,Enterprise Critical,98.4,98.91,99.46,90.74,31.54,91.9949713570269,293,99.03089841027514,Strategic Priority
56092,methscopolamine bromide,90.49,184,98.94,Enterprise Critical,98.88,98.88,99.01,92.85,26.82,91.99444096791574,294,99.02757956921442,Strategic Priority
3995,epirubicin,90.65,170,99.04,Enterprise Critical,99.08,98.86,97.41,96.12,23.76,91.99410370244132,295,99.02426072815372,Strategic Priority
4170,ethynodiol diacetate,90.66,169,99.04,Enterprise Critical,98.21,98.7,99.11,94.82,26.94,91.99263987953285,296,99.02094188709303,Strategic Priority
52582,mesalamine,90.46,186,98.92,Enterprise Critical,99.39,98.93,98.11,93.41,25.17,91.99201074989482,297,99.01762304603233,Strategic Priority
6069,ivermectin,90.64,171,99.02,Enterprise Critical,98.4,98.57,98.9,94.86,26.7,91.98847347844296,298,99.01430420497162,Strategic Priority
38454,trandolapril,90.83,153,99.15,Enterprise Critical,97.77,98.21,98.84,97.28,26.66,91.98479603867581,299,99.01098536391092,Strategic Priority
28439,lamotrigine,90.64,171,99.02,Enterprise Critical,98.4,98.2,98.87,95.25,26.88,91.9715392730749,300,99.00766652285023,Strategic Priority
1292422,varicella-zoster virus vaccine live (Oka-Merck) strain,90.62,173,99.0,Enterprise Critical,98.57,98.8,98.38,95.13,25.7,91.97105860264155,301,99.00434768178951,Strategic Priority
237159,levalbuterol,90.06,225,98.61,Enterprise Critical,99.65,99.59,99.67,86.71,29.78,91.96171308547875,302,99.00102884072882,Strategic Priority
6718,melphalan,90.4,192,98.88,Enterprise Critical,99.52,98.91,98.02,93.05,24.99,91.95835646755114,303,98.99770999966812,Strategic Priority
142153,albuterol sulfate,90.02,229,98.56,Enterprise Critical,99.75,99.64,99.76,86.29,29.61,91.95441105696769,304,98.99439115860741,Strategic Priority
8331,pimozide,90.76,160,99.12,Enterprise Critical,97.55,98.39,99.4,96.12,27.64,91.9543782590196,305,98.99107231754671,Strategic Priority
14584,etonogestrel,90.61,174,99.0,Enterprise Critical,98.21,98.66,99.06,94.68,26.9,91.9527580448672,306,98.987753476486,Strategic Priority
69749,valsartan,90.58,176,98.99,Enterprise Critical,98.21,98.7,99.11,94.41,26.94,91.9359333666248,307,98.98443463542532,Strategic Priority
142439,hydrocodone bitartrate,90.77,159,99.12,Enterprise Critical,97.34,97.76,98.98,95.74,31.32,91.92152887538072,308,98.9811157943646,Strategic Priority
11002,urea,90.25,206,98.78,Enterprise Critical,99.03,99.28,99.42,90.3,27.51,91.91488233233926,309,98.97779695330391,Strategic Priority
6916,metolazone,90.46,186,98.92,Enterprise Critical,98.88,98.88,98.34,93.83,25.6,91.91474221659305,310,98.9744781122432,Strategic Priority
19484,bisoprolol,90.79,157,99.13,Enterprise Critical,97.55,98.07,98.81,97.61,26.64,91.90711766104147,311,98.9711592711825,Strategic Priority
21249,clocortolone,90.74,161,99.11,Enterprise Critical,97.77,98.07,98.68,97.23,26.48,91.90521089917094,312,98.9678404301218,Strategic Priority
